Name,Review,Number of Stars
Sevencorners,"I filed a claim 5 months ago and I am still waiting for a settlement. Writing and calling does not help. They only give apologies and vague answers. Total rip off.In response to their reply, the email they sent says, ""I have reviewed your file and will be working on your behalf to resolve the issues. Please allow me time."" Just more of the same.",1
Sevencorners,"AMAZING!!!I have had my fair share of bad helplines but this is NOT one of them!I had the amazing Autumn who helped me so much.  I was panicking about my claim as I am from Scotland so this is all very new to me... she explained it so well and helped me every step of the way.I never write reviews (especially good ones) but I had to write one, mainly so Autumn knows I appreciate her so much.She even answered all my little questions so I was doing everything right and helped me for longer than she needed to, to make sure I was okay!Long Story Short - the help chat helped me so much and has given me a lot of reassurance.",5
Sevencorners,"We have worked with April several times on our trips, which are extended and not always to the friendliest places. She has been very informative and provided great consultation with spot on recommendations for our insurance needs for a particular trip. She has been friendly and very easy to work with.",5
Sevencorners,Seven Corners makes finding a reasonable and reliable travel insurer very easy through their website. It is easy to compare options. I appreciate their promptness in helping to solve any problem that arises with the insurer.,5
Sevencorners,"My representative, Heather, has been perfectly professional and responsive from the first time. I contacted her almost 2 years ago. The company’s product has been perfect for my constant, global travel and sailing adventures. I highly recommend the company and Heather!",5
Sevencorners,"They are a joke. I submitted a medical insurance claim, what I had bought the insurance for, for a hospital visit while in Thailand. Although only $61, which I had paid for in cash, I thought I'd submit it. They kept asking for more and more proof beyond the detailed hospital bills marked paid, such as proof from the airline I was in the country. Then they asked me to fill out forms that had nothing to do with my claim, such as regarding travel interruption, which was not my claim. Then they said - and this is an exact quote - ""We will try to resolve your claim in 130 days."" Are you kidding? Four+ months after I invested so much time with emails and paperwork for a stinking $61? I think they just make you do more and more until you give up. Perhaps only the people with a huge bill will have the energy to keep going. After weeks of this baloney, I guess they win. I will give up.",1
Sevencorners,"Originally liked the coverage and customer service. However due to age related reductions in medical care coverage, other policies became more attractive (more generous age-related coverage).",4
Sevencorners,Had a wonderful experience with Ms Heather Kleinschmidt. She explained thoroughly the coverages. I'm so pleased for the quick response. Excellent customer service.,5
Sevencorners,"If you get sick overseas and I did, it’s likely an emergency. You will go to the nearest place that WILL TAKE YOU and it doesn’t take this insurance. They will look at the card and say whatever. That means you have to pay for everything upfront and then spend a lot of time and effort to go chase Seven Corners for each claim. It’s not fun. It feels like a waste of time because medical care overseas is much cheaper.",3
Sevencorners,The claim process was very simple and straight forward. Though it took some time to resolve the issue I was happy with the outcome.,5
Sevencorners,I had general questions about my policy. The agent was enthusiastic and knowledgeable. She was extremely helpful,5
Sevencorners,"I had written a review a month ago regarding a claim that had been in process for 7 months. It has now been 8 months with no change. Seven Corners replied to my review and asked me to reach out which I did, and was told once again to just wait as they are behind on processing claims. I totally understand that they have a lot of claims coming in they have to process, but 8 months for a lost luggage claim that is straight forward is ridiculous. I continue to be told the claim has been escalated and to wait to hear from a representative in 7-10 days which has never happened. I have spent countless hours calling/emailing the company to be told differing information. I keep asking for any type of update and am told to just continue to wait repeatedly.",1
Sevencorners,"This company will not accept claims.  They act like they will pay out and that if you need to cancel an educational trip they will compensate you, but they will not.  EF tours and seven Corners are criminal.  DO NOT EVER USE THEM!  I beg of anyone that is looking into booking a tour or trip with either EF Tours or purchasing insurance through Seven Corners to run the other way!  I lost 10K, and they had not booked or scheduled anything.  I cancelled 5 MONTHS before the scheduled tour and they still said I did not qualify for any reimbursement.  Again I beg of you DO NOT TRUST THIS COMPANY!",1
Sevencorners,"Simple, fast, cost effective.  Great way to protect yourself when out of the country.",5
Sevencorners,Its been more than 60’days and my claim is still not reviewed. I expect timely response and claim reviews.,2
Sevencorners,"I purchased travel insurance and had to cancel the trip due to losing my job. I’m told it takes them 4 months to even get to the documents the make you submit. That’s ridiculous! It didn’t take 4 months to take my money when I purchased the policy. I’m sure they hope you forget about your money but they guessed wrong! I am putting reminders in my calendar to call and if they take too long I may sue. I’ve canceled trips with other companies and it was a smooth and easy process. Didn’t take anywhere near 4 months to process the claim let alone pay my money back. Beware of this company!!!!!They responded saying that they sent me an email however, I don’t have anything from them. I’ve heard this is the game they play for months.",1
Sevencorners,Agent was informative and resonsive.K,5
Sevencorners,Seven Corners made us wait months to process our claim then wouldn't pay our claim because of a tiny technicality. Our missed connecting flight was due to a 1 hour shutdown of airport security not due to a delay caused by our airline. So we had to pay our own hotel etc. to catch the next day's flight. And wait months to find out we weren't covered for this. Not a good experience.,1
Sevencorners,very easy to get coverage. made my trip less stressful knowing i had insurance,5
Sevencorners,Always easy to secure insurance for international trips.,5
Sevencorners,————————————-,5
Sevencorners,"While working with Seven Corners was very easy, I was extremely disappointed when I actually needed coverage.  I tested positive for COVID on a Friday evening in Israel.  In order to cover me, they needed a physician's clinical note.  While I understand this, I needed a new room that night, so that my roommate wasn't further exposed.  In Israel, most things are closed Friday night to Saturday night so getting the note would have been very difficult.  Had I been able to get the note, they would still have only covered $100 of the $400 cost of a room at such short notice.  This was NEVER made clear when I signed up.  Of course a hotel room would cost more than $100.",2
Sevencorners,"I submitted a very legitimate claim (clearly covid caused claim, everything was documented meticulously) EIGHT months ago, and they have twice asked for documents that I already submitted to them. TWICE, with weeks or months of silence in between me RE-submitting documents they already had. Every time I submit something they already have they think that allows them to add another 6-8 weeks to process the doc they already had.... Exhausting.8 months now and I am getting nothing but run-around and empty corporate-scripted apologies. After getting my case ""escalated"" recently, things could not be going slower. Feels great I tell you.What good is travel insurance if they don't pay you when you need it?There is a reason people don't trust insurance companies and Seven Corners is a shining example for the industry to follow.",1
Sevencorners,Call was answered promptly and politely.  I easily received the information I was seeking.,5
Sevencorners,Skylar was EXCELLENT!!!!!!   Very Helpful.Mark FalconeCertificate #2720E05B8739,5
Sevencorners,"I needed to make a minor change to a travel insurance policy. Representative Candy was very helpful, friendly, and professional. She took care of my issue promptly.",5
Sevencorners,No review text found,5
Sevencorners,I always love the quick and efficient customer service I get from seven corners! 🙏🏽,5
Sevencorners,Your agent (Carly) went above and beyond to assist me with my claim.  She looked it up and noted that I had neglected to include my signature on page 6 of the claim.  She also recommended that I my file probably needed a confirmation report from the airlines.,5
Sevencorners,"As with any insurance, you buy it hoping you never need to use it. Trip insurance is no exception. We had peace of mind that in the event we were unable to go, we wouldn't be out the cost of the trip. Signing up was easy, the cost seemed pretty fair, and we had no issues at all.",5
Sevencorners,"I did not need to file any claims since my trip went off without any issues, but I felt I was fully covered with their insurance if anything did come up.",5
Sevencorners,"Not having any issues or disruptions with our travel made this an excellent experience. Having no need to make any claims, I really have no basis from which to give a worthwhile review. I made the purchase of our policy based on the reviews of others.",5
Sevencorners,The person on the phone was extremely nice and resolved my issue promptly. Really helpful. Great service - a good company to work with.,5
Sevencorners,Did not use insurance but peace of mind to know I had it. Cost was reasonable,5
Sevencorners,Good communication. Competitive pricing. Great coversge,5
Sevencorners,Talked with agent who clearly explained how 7 Corners works to fit our needs traveling to Argentina.   Good coverages for fair price.,5
Sevencorners,"Travel insurance feels like a waste of money.It is expensive, the goal is not to need it and if you do its more time consuming and frustrating to redeem then just eat the money..",2
Sevencorners,"I submitted my request in April of 2022.  All additional requests for information were submitted in November of 2022. To date,  I have  not received any monies due and it is nearly March of 2023.   It has been nearly a year since the first submission.  This is not a way to encourage customers to use your products. Since  I am still waiting for payment. I would not recommend your services to a friend as my experience has been quite unsatisfactory.P.STo add insult to injury, today I received a check in the amount of $300 but had been advised  by EF Go Ahead Tours that Seven Oaks should be sending me $1000,   They shorted me $700.  What a way to do business!  Really despicable!",1
Sevencorners,Had to cancel.  easy and quick.,5
Sevencorners,"CSR was professional, courteous and took care of my needs in a timely manner.  Also the overall wait time was minimal.",5
Sevencorners,Great staff they handle all  our requestsPerfectly.,5
Sevencorners,"We received an email stating our claim would be paid.  But, only after nearly 6 months of numerous phone calls and emails sent. Each time seven corners would keep requesting additional information taking months, and only after we had contacted them. Most info. had already been sent with earlier documentation and receipts.  Really felt like they were hoping we'd give up? But we kept resending until we finally were notified of payment coming.  Except for additional frustration, we are happy with result.  We did receive our payment and though having to jump through many loopholes would definitely use seven corners again as they are a reputable company!",4
Sevencorners,"Knowledgeable and friendly customer service response to my questions on their phone line. Unfortunately, claims payment is slow and delayed. I've received multiple emails saying they are busy and overwhelmed with claims but no information on when I can expect payment. I recently had my auto totaled in a hit and run and the claim was paid in days by another insurance company. I made a small, clear medical claim with Seven Corners and they offer no information on when I can expect reimbursement. I've had better experience with other travel insurance companies.",3
Sevencorners,"The team at Seven Corners was great to work with to come up with the right travel insurance policy that made me comfortable.  They had the options I was most concerned about and I thought the cost was reasonable as I compared it to other company policies in the industry.  Although they were a little higher on the work cancellation reason, they also provided better coverage had I needed to use it.  I was glad I did not have to use the policy but it gave me peace of mind.  Thanks!!",5
Sevencorners,Employee was very very helpful and patient and friendly.,5
Sevencorners,"Quick and prompt answers, and knowledgeable about their product.",5
Sevencorners,"I am not satisfied with the claim process. The company takes about 20 business days to process my document. After 20 days, the claiming team asks me to add the more necessary documents to my file. After adding the necessary document, I will have to wait another 20 business days. And there is no way for me to ask to accelerate the process. I am still waiting now. And in my case, many claims after that case piled up and waiting there for this one case which was filed last July finished.  The staff is really helpful and friendly, but the claim process is not friendly.  I hope my case can be accelerated. Thanks!",5
Sevencorners,No review text found,5
Sevencorners,"quick, easy, great customer service",5
Sevencorners,"It took 4 and 1/2 months for the company to send me reimbursement for my expenses.  Multiple phone calls, emails, follow up documentation most of which was duplication.  I had to invovle Squaremouth which hosted the Forbes Website to back me up.  It was not an acceptable delay and process.",1
Sevencorners,Great customer service and knowledge of the claims process.,5
Sevencorners,DR. wont give the info needed said it has been quit awhile since he saw this patient.,1
Sevencorners,Seven Corners helped me to build an insurance plan to match my trip,4
Sevencorners,The customer service representative was excellent. The policy is hassle free.,5
Sevencorners,Seven Corners representative was helpful and friendly.,5
Sevencorners,"I purchased trip insurance in December with the Cancel for Any Reason clause for a March trip.  My surgeon has told me I cannot start the March trip until I complete 1 extra week of Physical therapy, and therefore, the first three nights of my nonrefundable vacation rental can't be used.Seven Corners argues that there is NO coverage for the 3-night MEDICAL delay as it is not ""interruption,"" not ""delayed"" as the trip didn't start, and not canceled as I will be making the rest of the trip.  So NO Claim is possible even with medical necessity/form.Also, if I filed a claim for those first three nights, the rest of the trip is NOT covered as 1 claim voids out coverage for the rest of the trip I can make.They offered to let me buy a NEW policy for my new dates if I were to file a claim, which they indicated would be denied anyway.  Or the other option is just don't file a claim (absorb the 3-night non-refundable), and then they can adjust the policy to start the trip three days later, which I can then fully cancel if I want.The logic escapes me as the entire trip amount is 10X the price of 3 nights.  All the agent could do was read and read and read the same line and say the trip didn't begin, so no claim was covered or acceptable.Great options? I think the loopholes are stacked against all reasonable consumers, and medical notes should be honored under the DELAY (not just airport weather delays and flight cancelations).Seven Corners?... my last choice for the future.Update 3/4/23... Seven Corners responded to this 2/16 review with a request to recontact their advocates. I did so 2 times following their request, but neither time did I hear from another Seven Corners advocate. I now conclude the ""outreach"" by Seven Corners was more marketing than earnest customer interest.",1
Sevencorners,I really shouldn't be rating this yet as I haven't used it. I did have to see a doctor while traveling so I am in the process of submitting the claim but just read the paperwork and see I have to submit to my insurance first. Hopefully everything will go smoothly!,5
Sevencorners,"You offered travel insurance with covid coverage at a reasonable price. Fortunately, I didn't have to use it on my recent trip.",4
Sevencorners,"Janetta was very helpful.  However, the difficulties and the incredibly long length of time it is taking to recoup WHAT I HAVE PAID for through Go Ahead Tours, for the part of the tour I could not take because of being quarantined with COVID, has confirmed my decision to NEVER travel with EF-Go Ahead Tours ever again.",5
Sevencorners,"Just made the purchase--haven't had to make a claim yet (and hope we never do!) but the piece of mind is fantastic! Best rate for great coverage, and Joshua DeJong was a great help; very knowledgeable and helpful!",5
Sevencorners,"5 months after filing luggage claim still waiting for claim to be processed. Seven Corners monthly online chats are repetitive. "" we're processing claims as quickly as possible"" & ""claims are processed in order they are received"" are the standard responses.  Next chat with same responses will cause me explore my options with regards to filing formal complaint",1
Sevencorners,Thank you for solving my questions and situation!,5
Sevencorners,Very helpful customer service. Always available and pleasant.,5
Sevencorners,The service provided by your call Center specialist was great!,5
Sevencorners,Peace of mind that I have someone to call if something doesn’t go the the way it was planned to be especially during this time of pandemic and airplanes unreliable schedules.,5
Sevencorners,"My experience with Sean Newnum was excellent! He was fast, kind and super efficient. I was in a major time crunch and he came through for me with numerous policies in less than an hour. I would highly recommend if you are considering and suggest asking for Sean.",5
Sevencorners,"I like the way that you keep in touch; telling me and sending me the insurance policy before the trip, sending a reminder when it was closed, and asking our experience.  Thank you.",5
Sevencorners,"I was having an Awful time and getting frustrated, and your Rep Candy Sheetz really went out of her way to Help and Clam me. All of your representative should be Kind and Patient with customers. If there is a Prize, certificate, please give Candy Sheetz each one...she definitely deserves it. I'm a happy customer now! Hire more Reps like her...A Big Thank You!!!",5
Sevencorners,I called when I got COVID last year in Argentina last year.Over the phone in a few minutes the girl denied coverage.,1
Sevencorners,"So far, so good.  The website is easy to navigate, but I had some questions after I purchased a policy, so I called them twice today for clarifications and modifications.  Wait time on both calls to reach a live representative was less than a minute.  All was accomplished efficiently and professionally.  Shout out to both Candy and Hannah.  Thank you both for your help.  Hopefully, our trip goes smooth and we won't need it any insurance, but you have to have it just in case.",5
Sevencorners,"Talk to a different person each time, each time it takes another 45 days to resolve because they keep losing documents I have sent them.I have been trying to resolve this claim for 4 months.  There person who is reviewing my claim is never available to talk to.",1
Sevencorners,Easiest thing to do. Can’t give five stars because I have never filed a claim,4
Sevencorners,"I felt secure on my travels knowing that if I had any problems, I was covered by Seven Corners.",5
Sevencorners,The person I dealt with Tristan Schilling made the choice to go with 7 corners obvious. Helped me a great deal. Infinite patience. Kudos to him!,5
Sevencorners,Good communication and friendly people. We plan to use your services next year. Thanks!,5
Sevencorners,Good communication although did not need to use the policy. I found it to be reasonably priced and comprehensive for my needs.,5
Sevencorners,"I got the coverage I needed and it was a good price. I did not need any assistance, but it is good to have confidence in the company.",5
Sevencorners,No review text found,5
Sevencorners,When compared to others. Seven Corners provided the coverage that we felt were needed for peace of mind while cruising. Thankfully we didn’t have to use it. The travel insurance was easy to purchase. Received all documents and communications electronically which were also available in the mobile app. 11RTC22-IL-100773,5
Sevencorners,No review text found,5
Sevencorners,It was easy to purchase but the cost for limited coverage with many exclusions was no bargain. It seems that the travel insurance industry has as a whole excluded many conditions making coverage very limited for retired travelers.,4
Sevencorners,I filed a claim in July and still have not been paid.  My son and daughter received theirs but not me.  It has been 6 months,3
Sevencorners,"Buyer beware.  Read the fine print!  No reimbursement for trip delay for inconvenience.  We lost a full day of vacation because the flight was delayed a full day.  That possibility was the reason we bought the insurance in the first place. We were only reimbursed for the roundtrip Uber ride, not for delay of trip, since there was no direct financial expense involved in the delay.  I'll have to accept responsibility for not reading everything more carefully, but hope you do.  I'll not be doing business with Seven Corners again.",1
Sevencorners,Comfortable with trip knowing I had trip and medical coverage.,5
Sevencorners,Problems with LATAM airlines. then seven corners. Requested MD note plus tickets and easy to start the claim,5
Sevencorners,"I had been reading small print about travel insurance… getting no where!  I looked on AARP where they referred me to AARDY.com!  Absolutely the best! Several quotes, they answered all my concerns!  I bought it and the next day added excursion amount to the policy.  Paid the difference in premium and it’s done!  Great price, just what I needed!  And my travel companions did the same!",5
Sevencorners,Easy to apply/understand. Affordable prices!,5
Sevencorners,"I would give negative stars if I could. TRUST THE REVIEWS!I have had nothing but poor service while trying to fight for my insurance claim. I guess when you are STRANDED IN A FOREIGN country, it doesn't qualify as an issue to this company. This company must be on the verge of bankruptcy if they aren't allowing people their refund for made-up reasons. They were stating false information in the denial of my claim. I have never been so livid dealing with this. I have been fighting for my claim for over NINE MONTHS. (from June 2022 to Feb 2023)Save your time, save your money, save your stress.Bring your business elsewhere.",1
Sevencorners,I had a very pleasant experience both times when inquiring about purchasing travel insurance and again with your staff guiding me on how to put in a claim for a medical no show.Your people are professionals who demonstrate a warm and friendly manner when speaking to their clients.  Customer service I believe is the department who helped me with the claim.  Possibly Sales when purchasing our insurance.I would highly recommend Seven Corners to anyone who is considering purchasing travel insurance.Thank you for your assistance.Beverly & Patrick McKeen,5
Sevencorners,"Due to COVID, we could not travel on our trip and notified Seven Corners of same, requesting a way to either receive a refund or to extend coverage. No response was received.",2
Sevencorners,"Hannah was very helpful in assisting me with completing the claim for, it was a doomed vacation and she was willing to discuss with her supervisor how best for me to document the eventsCertificate # 2RTB22-AOS-114410Thank you,Jan Florsheim",5
Sevencorners,Easy to secure the policy. We felt that if any problem came up we were protected. Since our trip went as planned we had no need to make a claim. We will be traveling again in June of 2024 and will purchase a seven corners policy for that trip,5
Sevencorners,"Outright thieves! Not sure about all of these glowing (fake) reviews? We were stuck in a Latin American country for a week because of a nationwide strike and protests. This insurance company found a way to go through all the loopholes to deny our claim for trip interruption. Absolutely pathetic. Insurance companies are the worst form of blood suckers, Always, always looking for a reason to deny your claim.",1
Sevencorners,Excellent assistance on resolution of entering wrong email when we purchased plan through Travel Insurance.com. Janetta corrected issue with such professionalism and made me feel that I counted as a customer with a situation needing attention. Not used to getting that these days. Thanks so much.,5
Sevencorners,"Very vad service in handling claims , as well as processing.In addition to not being supportive",1
Sevencorners,"I have previously sent many complaints and comments about improvements needed on claim turnaround time being inordinately excessive and that alone needs to be improved. I understand you have hired additional staff, to speed up turnaround time but that was the issue. In addition, your decision regarding our  claim for multiple baggage damage was denied , which refused reimbursement for our matching baggage request,  is not in line with standard insurance line of sight practices  and is currently awaiting appeal to Seven Corners. This practice has caused us additional stress to have to appeal  an issue that should have been reimbursed initially and immediately and may lead to future litigation and Federal, State and Local Agency involvement with Seven Corners.Gerald Aquino847-956-8036",2
Sevencorners,The fact that I did not use you!However! You gave me piece of mind!Thank you,5
Sevencorners,Quick and easy to adjust my trip dates,5
Sevencorners,Waiting time is just a few minutes.  Agents are very nice and very helpful.,5
Sevencorners,"Although I didn't need to use it (luckly!), the purchase process was clear and easy; the policy information was easy to understand; and I'm glad you offer this type of assistance. Thank you.",5
Sevencorners,"Well, I don't have my check in hand yet, but everything with Seven Corners has always been great and filing a claim was less painful than I would have thought. I appreciate their emails and the ease of purchasing insurance. I feel very comfortable using them.",5
Sevencorners,No review text found,5
Sevencorners,Company made it easy to sign up.Customer rep was very helpful,5
Sevencorners,"It was a good experience because I didn’t have to use it! It was nice to have it just in case however, and I’m thankful it was affordable and easy to purchase.",5
Sevencorners,"All matters were excellent, thank you a lot.",5
Sevencorners,"I have been waiting months for my claims to be reviewed and paid. Months. Everytime I call I am told ""7-10 business days"". This is beyond unacceptable at this point",1
Sevencorners,"We were denied payment. The claims person put the wrong reason for payment,  trip interruption instead of trip delay and put my name with the wrong address. we have never lived in Maine We have appealed but have not heard. It took 5 months to get the denial",1
Sevencorners,No review text found,5
Sevencorners,"Well I’m still waiting on my refund check, but the last person that I spoke to was very helpful so that’s the reason why I gave it a four stars.",4
Sevencorners,Agnès was very professional and helpful. She assisted me in changing my dates of coverage at no extra cost!,5
Sevencorners,"I had to contact Seven Corners about my travel insurance for my trip to Peru.  Peru is now in civil unrest, so my trip is either going to be postponed or cancelled. The representative thea I talked with made sure I understood all terms of my policy and gave my advice on how to proceed if I needed to make a claim.  Very  professional!",5
Sevencorners,Your agent is just wonderfulThis is my second trip using her....,5
Sevencorners,Their customer service department was very friendly and helpful when I spoke with them regarding their policies and services.,5
Sevencorners,Easy to setup medical coverage for traveling abroad. Seven Corners was rated very high by a outside company.,5
Sevencorners,Easy to register and buy insurance very informative send emailsI did not have to use it on this trip !,4
Sevencorners,"The Medial Director used invalid information to decide to deny coverage. Even after several attempts to get them to reevaluate their decision by contacting the correct doctors they didn't. Three ICU doctors, a medical transport team and a receiving facility contradicted their decision and they still denied coverage.",1
Sevencorners,"I filed a claim on August 1st and the claim wasn’t paid until the end of December.  Multiple promised deadlines  for resolution set by them were broken and I had to make multiple phone calls in order to get my claim resolved.  I’m not confident it would have ever been paid if I hadn’t been persistent.  On the positive side, they responded to all emails in a timely manner and were always pleasant on the phone.",3
Sevencorners,"Skylar was wonderful.  Patient with me, and gave me full explanation of my situation.",5
Sevencorners,"Submitted two claims, one in July 2022 & one in August 2022. Communicated countless times with seven corners agents, supervisors and customer care advocates. Claim has been “escalated” dozens of times. Months after I submitted the claim, the company requested ‘additional document’ that I submitted with the original claim. Have been told claim will be processed in 5-10 days since November 2022. Have not been provided accurate timeline for resolution. Excuses provided thus far, the 2020 Covid pandemic, understaff, the holiday season, new staff being trained, supervisors now have to approve every claim. It took about 5 mins to purchase the Roundtrip Elite coverage for $330 but going on 6+months for my claim to be reviewed.",1
Sevencorners,The person who helped me was very efficient. They gave lots of information and answered all my questions. They help me find the right plan for me considering my needs. They change the dates of my trip without complaint when I needed it. I would highly recommend this organization for travel insurance.,5
Sevencorners,"Agents are always friendly, helpful, and offer a great coverage plan at a VERY reasonable price.",5
Sevencorners,Customer service blatantly lied to me about a deadline to renew my plan to try to scare me into renewing. I didn't fall for it and a month later (after the deadline) I got a call from some guy asking me if I wanted to renew. I told him to check his records. This company is only good for taking your money - god forbid you have to make a claim.After the response: I don't see much need to deal with a company once they have clearly been dishonest and tried to manipulate me.,1
Sevencorners,"We always use Seven corners when traveling. We have never made a claim, but it is affordable and easy!",5
Sevencorners,"If you notice only customers with good reviews are the fortunate ones that felt secure with this insurance but never tested it through a claim. Be thankful your trip went well . All the others  like myself & my daughter waiting 6+ months with no update on their claim and no progress - they keep quoting "" world events ""- do not go with this company you are NOT insured with them they don't process claims or refunds -no updates and once you email they give you a run around",1
Sevencorners,"The best thing about this company is buying the insurance.  They have great customer service but if you happen to file a claim, you will be mothballed and given new requirements to fulfill.  I will never use this company again.   I filed my claim in July 2022 and it is still UNDER REVIEW!",1
Sevencorners,"In the beginning, there was a delay in the answer, but when they submit an escalation for the claim. The service was excellent.",4
Sevencorners,I didn't need to use it but I thought I was going to have to... I spoke to someone when I thought I might need it and that was a good experience.,5
Sevencorners,Prompt resolution of my questions and requests,5
Sevencorners,"The best thing about 'Seven Corners' travel insuranve was their agent: Joshua De Jong.  This was most important as I did not find the organization's website to be 'User Friendly' which it ought to be as many seniors like myself enjoy travel and feel the need to be protected.  I can't thank Mr. De Jong enough for always being able to reach when I had questions.  Fortunately, I had no need for making a claim but felt comfortable that I was insured to the max.  I look forward to using his service with Seven Corners in the future.   Improvements need to be made in accessing one's insurance on the web and finding it easy to work through.  This is the reason on star (above) is not green.   I was insured for 4 months of travel abroad.",4
Sevencorners,Fortunately all went well on our trip and so we never needed to use the insurance policy. But we were impressed with the customer service and the generous (medical) coverage.,5
Sevencorners,"It was a nightmare, wasted so much time trying to give them all the information they wanted. Very difficult to get them on the phone to ask questions.  Thought we had good insurance but turned out it was not.  In the end we did not even get back enough to cover our insurance.",1
Sevencorners,The operator was very nice and helpful,5
Sevencorners,"The school district used the company for an upcoming trip. Since booking and paying for the insurance my husband took a job . We moved, no longer in the school district. This company denied our claim. Because you have to be injured or deathly ill get a refund. Do not advise schools to use this company.",1
Sevencorners,Great representatives and friendly.However the detail in completing each accident which I had 5 in Greece and i sent a passport and date of entry and exit and repeating my payments with amex cc is very tedious. My certificate is #2LTPL-144056.  It is confusing to process so i will try next week after i process my tax return.. thanks.  I did send my passport and amex statement and entry and exit as i repeat myself . So any help you can provide would be great.  The reps did not have information to help me at this time only one occurrence was denied and one was under review and i have to repeat and give more information on my passport and entry and exit and amex payments,5
Sevencorners,No review text found,5
Sevencorners,Candy was informative and very pleasant and professional. What a delight.,5
Sevencorners,No review text found,5
Sevencorners,"We have had a very frustrating experience dealing with Seven Corners.  No one gave us any answers, no one called us back, incorrect information was given, that is, until we connected with Richard Morales Romero.  Richard contacted the appropriate parties, gave us correct information and actually called us back when he said he would.  We finally connected with a diligent, competent employee who is an asset to your company.   Thank you, Richard!",5
Sevencorners,"Everyone with whom I spoke was friendly, professional, and helpful. Things were handled quickly and to my satisfaction.",5
Sevencorners,"Julie was knowledgeable and effecient.   Also, mostfriendly.Thank you.",5
Sevencorners,"Poor acceptance in Eastern US hospitals, poor service and very inefficient customer relations.  Nobody has even heard of this medical insurance company. We have submitted the claim for reimbursement too. Nothing seems to be moving.",1
Sevencorners,"We cancelled a trip the day before our departure due to Covid. We filed a claim the very next day and it took 6 months, nearly 30 hours on hold, 10 customer service agents who passed us on or assured us the refund was being processed, multiple submissions of the same documents over and over to finally get our money back. Sadly, this was a very straightforward claim that should have taken weeks, not months. I would never use this company again.",1
Sevencorners,Signing up was easy. Can't say much about anything else as I have not had a reason to file a claim yet and experience that process and turnaround time.,3
Sevencorners,They provided the details on what would be covered and they were efficient on doing this,5
Sevencorners,Easy to understand & purchase!Great customer service from both representative & website!,5
Sevencorners,"The OPD charges have not been paid, there is no acceptance of insurance",1
Sevencorners,"Great customer service.Quick, professional respond to inquiry.",5
Sevencorners,"1/29/2023FINAL UPDATE:  Finally!  Received deposited in my bank account my full refund.1/18/2023UPDATE:  After I submitted the review detailed below, I received communication from Seven Corners’ escalation department.Given the name, one would think that finally this matter will be taken care of.  NOT!They only wrote to say I would get an answer in no more than 10 business days.  And AGAIN they lied.  When I called (and yes I had to contact the company - they did not reach out to me - all I got was more excuses about how busy they are and how many cases that have been escalated.This company is poorly managed to say the least.Original ReviewThis process has taken months and with zero communication regarding the status from Seven Corners.  This is unacceptable and extremely poor customer service.  I called AGAIN earlier this week and was told I should have received an email ( still have not) and that the claim should be settled this week.  I have provided more documentation than is required, and should be refunded 100%.  However, based on my experience thus far, and after reading the reviews of past clients, I have zero confidence in this company, regret using them, and I am only praying that they will do the right thing.🙏🏽",1
Sevencorners,Spoke to Skylar and she was amazing!! Helped me with my claim.,5
Sevencorners,"I needed to change my Travel End Date and the process was quick, effective and painless. Well Done. Thanks.",5
Sevencorners,"This company was excellent!It had great quality and service to clients,plus super helpful customerService!",5
Sevencorners,"The agents were friendly and helpful, and very willing to help me switch the dates on my travel policy. The whole conversation only took about 10 minutes. However, I was told my new policy would arrive in email in about 2 minutes, and that was an hour ago. I'm a little worried about whether it actually got changed, but I'm sure there is a reason why it didn't come.  CN # 2RTB22-AOS-118133",4
Sevencorners,"Worst travel health insurance ever - checked the policy before I went to the hospital, but because the hospital listed pregnancy as one of the codes (even though I was not treated for pregnancy) they refuse to cover the expenses. 6+ months worth of headache and stress whilst pregnant. NEVER AGAIN!!! Will do everything to avoid this company. Misleading and not transparent policy and claims procedure.",1
Sevencorners,The rep (Troy Lain) that assists me is great to explain all details.  When we did have to place a claim a couple of years ago because of getting covid and not making our trip....we were able to recover some of the costs.,5
Sevencorners,"We have no idea about the performance of Seven Corners. We just bought the insurance through their website for a single trip. There were no incidents during our trip, so there was no further contact needed.",3
Sevencorners,"Customer service to set up our coverage was great. Fortunately, we didn't need it so I cannot rate Seven Corners in that regard.",5
Sevencorners,No review text found,5
Sevencorners,Very good and affordable services. Excellent customer service.,5
Sevencorners,"Seven Corners is a great Company. We always get insurance from this Co. the representative I talked recently was knowledgeable and polite ,very helpful. Thank you!",5
Sevencorners,"Currently I am waiting on an actual update/ response to my claim submitted late November 2022. All I have received was anEmail saying my claim was received and I would get an update every 3 weeks.Unfortunately I had to cancel my trip to South Africa for my 35th birthday because my grandmother was taken to the ER one week prior, where we learned her cancer had spread and worsened, she was then referred to hospice care. As her primary caretaker and power of attorney it was recommended by her medical provider to not travel so far away for so long.I really don’t want to have to worry about my claim and this process as I am currentlyUnder a tremendous amount stress. I invested so much money and time into my birthday trip but my grandmother is more important. I’ve submitted her ER visit summary, her CT Scan, a letter from Hospice and everything else requested.It would be very helpful if I could get anActual update and this princess be expedited. It’s ridiculous that this process takes this long. I was skeptical about this company at first and probably should have went with another company if I knew it would take this long. I will wait a little longer before I contact the BBB.",2
Sevencorners,All of my questions were quickly and thoroughly answered in a professional manner.  One of the best customer service persons I have ever dealt with.,5
