Name,Review,Number of Stars,Cleaned_Review
AARDY,"Quick, courteous, knowledgeable and easy to work with.",5.0,quick courteous knowledgeable easy work
AARDY,"Denise was our agent.  She was extremely helpful, answered all of our questions and was very patient as well.",5.0,denise agent extremely helpful answered question patient well
AARDY,Miranda knowledgeably walked me through the policy to answer all my questions and concerns. A quick phone call was all that was required after days of independent research that left me with uncertainty. Very happy with results so far.,5.0,miranda knowledgeably walked policy answer question concern quick phone call required day independent research left uncertainty happy result far
AARDY,"Melanie did!  She provided clear explanations and easy to understand directions.  She as personable, and helpful.",5.0,melanie provided clear explanation easy understand direction personable helpful
AARDY,"I was assisted by Sylvia in purchasing travel insurance at Aardy.com.  She was so very helpful, pleasant and patient.  She explained the differences in all of the policies and answered all of my questions.  She was a delight to deal with.",5.0,assisted sylvia purchasing travel insurance aardycom helpful pleasant patient explained difference policy answered question delight deal
AARDY,Useful information; easy to read and understand options; offer of help available,5.0,useful information easy read understand option offer help available
AARDY,Andrea M. from AARDY was fabulous to speak with. She found the best health insurance policy for our individual needs for our trip overseas. She was precise in her explanation of the many questions I asked her.,5.0,andrea aardy fabulous speak found best health insurance policy individual need trip overseas precise explanation many question asked
AARDY,"Excellent presentation of information that I was not familiar with.  When I cross-checked with other sites, the information was accurate however it was presented better on Aardy.  I even checked a direct purchase price and Aardy was a better price.",5.0,excellent presentation information familiar crosschecked site information accurate however presented better aardy even checked direct purchase price aardy better price
AARDY,No review text found,5.0,review text found
AARDY,Maranda was easy to understand and clarified the things that were somewhat confusing on the website.,5.0,maranda easy understand clarified thing somewhat confusing website
AARDY,Easy to navigate I found no problem in deciding type of travel insurance to buy.,5.0,easy navigate found problem deciding type travel insurance buy
AARDY,No review text found,5.0,review text found
AARDY,No review text found,5.0,review text found
AARDY,Miranda answered all my questions clearly and helped me secure insurance for several upcoming trips!,5.0,miranda answered question clearly helped secure insurance several upcoming trip
AARDY,"Kayla was extremely helpful & patient in providing much needed information for deciphering policy details. If you're not familiar with the terminology & fine print of travel insurance, having someone knowledgeable like Kayla is definitely time well spent.",5.0,kayla extremely helpful patient providing much needed information deciphering policy detail youre familiar terminology fine print travel insurance someone knowledgeable like kayla definitely time well spent
AARDY,Melanie and Kala were terrific.  They knew there stuff and answered all of our questions.  They were a pleasure to deal with.,5.0,melanie kala terrific knew stuff answered question pleasure deal
AARDY,Kind and knowledge. Clear communication and understanding of our needs.,5.0,kind knowledge clear communication understanding need
AARDY,"Number 1, we shall see how the coverage works if there is a need.Number 2, this was a better set of coverages for the money that some of the other sites I have been viewing.",4.0,number shall see coverage work neednumber better set coverage money site viewing
AARDY,Amanda was very helpful and very patient with me.  I had an unusual  need since I was purchasing 3 policies in 3 different states.  She explained the policy plans and was clear as to the need to purchase by a certain date.,5.0,amanda helpful patient unusual need since purchasing policy different state explained policy plan clear need purchase certain date
AARDY,No review text found,5.0,review text found
AARDY,"Kayla was wonderful, helpful and informative. We are seniors traveling to Paris, and to England, and had not gotten insurance early and she was able to guide us in the right direction for what we needed. This is exactly what we needed, and really all people need is good advice and which product to buy. She was extremely knowledgeable.",5.0,kayla wonderful helpful informative senior traveling paris england gotten insurance early able guide u right direction needed exactly needed really people need good advice product buy extremely knowledgeable
AARDY,"George was fantastic and very knowledgeable in helping guide me through the process of purchasing our insurance policy for our trip next year. I was glad to hear that I could pay in stages as our trip costs increase with the purchase from cruise, airfare and lodging as they happened in real time.",5.0,george fantastic knowledgeable helping guide process purchasing insurance policy trip next year glad hear could pay stage trip cost increase purchase cruise airfare lodging happened real time
AARDY,"Agents were very helpful. Answered many questions. I spoke to both Amanda and Kayla, both were excellent. Absolutely no pressure to purchase.",5.0,agent helpful answered many question spoke amanda kayla excellent absolutely pressure purchase
AARDY,So glad you made comparison shopping for travel insurance,5.0,glad made comparison shopping travel insurance
AARDY,"Friendly Customer service agent answered all my questions and concerns. Was very polite, warm and attentive.",5.0,friendly customer service agent answered question concern polite warm attentive
AARDY,"Andrea was extremely helpful, patient and good humored. She parsed advice clearly and was overall lovely to talk with.",5.0,andrea extremely helpful patient good humored parsed advice clearly overall lovely talk
AARDY,Andrea answered our call just before her quitting time but she was very calm and thorough and answered all of our questions.  It was such a great experience to get helped by such a pleasant person.  Best service phone call I've had in many years.,5.0,andrea answered call quitting time calm thorough answered question great experience get helped pleasant person best service phone call ive many year
AARDY,"Clear, concise and easy to understand.",5.0,clear concise easy understand
AARDY,Sylvia was very knowledgeable and extremely nice.,5.0,sylvia knowledgeable extremely nice
AARDY,Andrea was very helpful. The process was quick and painless. I appreciate being able to compare rates.The process set my mind as ease prior to our travel.,5.0,andrea helpful process quick painless appreciate able compare ratesthe process set mind ease prior travel
AARDY,"So far, great customer service.",5.0,far great customer service
AARDY,The person I spoke was very good explaining the policyand very pleasant,5.0,person spoke good explaining policyand pleasant
AARDY,Andrea was very helpful answering all my questions.,5.0,andrea helpful answering question
AARDY,Both Amanda and Miranda are very professional and knowledgeable.  I had a very pleasant and easy experience getting the coverage I needed for a cruise vacation.,5.0,amanda miranda professional knowledgeable pleasant easy experience getting coverage needed cruise vacation
AARDY,Christiana helped me with a few questions that I had. She was very polite and I was able to understand her speaking.The process took about ten minutes. Very quickly and easy.,5.0,christiana helped question polite able understand speakingthe process took ten minute quickly easy
AARDY,Janet was very helpful. Pleasant patient and my phone call was returned within 5 minutes. I didn't have to be put on hold for hours. She was very thorough  answering all my questions and helped me make a wise decision.,5.0,janet helpful pleasant patient phone call returned within minute didnt put hold hour thorough answering question helped make wise decision
AARDY,My agent was Kayla First Class representative ofyour co. Very patience with and old man. Explaineverything very well  she was polite and attentive!Very nice lady !Because of her service I will be back when needinginsurance. Thank you !Thomas Schwarz,5.0,agent kayla first class representative ofyour co patience old man explaineverything well polite attentivevery nice lady service back needinginsurance thank thomas schwarz
AARDY,"Agent was knowledgeable and very helpful, product sold very satisfactory.thank you",5.0,agent knowledgeable helpful product sold satisfactorythank
AARDY,Amanda was so helpful and quick to understand what I needed and with the results.Thank you.,5.0,amanda helpful quick understand needed resultsthank
AARDY,No review text found,5.0,review text found
AARDY,Quick responses plus web site very user friendly.,5.0,quick response plus web site user friendly
AARDY,Sylvia helped me set up my travel insurance. I could understand her and her instructions. Sylvia was very knowledgeable and pleasant to speak to.,5.0,sylvia helped set travel insurance could understand instruction sylvia knowledgeable pleasant speak
AARDY,"Amanda was very knowledgeable, helpful and friendly.",5.0,amanda knowledgeable helpful friendly
AARDY,Denise was very articulate.  She did a good job.,5.0,denise articulate good job
AARDY,Denise was very knowledgeable and was able to answer my question quickly and easily,5.0,denise knowledgeable able answer question quickly easily
AARDY,Andrea was very pleasant and extremely knowledgeable and helpful.,5.0,andrea pleasant extremely knowledgeable helpful
AARDY,"Melanie and Sylvia assisted me in my travel guard, they were wonderful and well informed.",5.0,melanie sylvia assisted travel guard wonderful well informed
AARDY,Amanda made our experience excellent.   We have never purchased Travel Insurance before and we were both very confused and unsure of what to do.  Amanda was very kind and patient and led us through the whole process.   Extremely knowledgeable and pleasant.   We were very stressed out and she relieved our stress.  We purchased the plan we needed and were so happy we were able to deal with Amanda.  She is the definition of quality Customer Service,5.0,amanda made experience excellent never purchased travel insurance confused unsure amanda kind patient led u whole process extremely knowledgeable pleasant stressed relieved stress purchased plan needed happy able deal amanda definition quality customer service
AARDY,"The client manager , Andrea M., made the difference in my decision to purchase our policy through AARDY. Not only is Andrea very friendly but she is also very knowledgeable and responded to all my questions in a very thorough manner. She is passionate about what she does and is eager to help. She made sure she had addressed all concerns and that I was completely satisfied.",5.0,client manager andrea made difference decision purchase policy aardy andrea friendly also knowledgeable responded question thorough manner passionate eager help made sure addressed concern completely satisfied
AARDY,"Friendly, honest",5.0,friendly honest
AARDY,Very easy to found and get help on travel insurance.Great customer service.,5.0,easy found get help travel insurancegreat customer service
AARDY,After looking at the available policies online I called in and spoke with Christianna for over 45 minutes.  She went deep into several of the policies and helped me choose the right one for my families trip.  She truly has a thorough understanding of the innerworkings of  all the policies that are offered.  Thank you so much for your time and help.,5.0,looking available policy online called spoke christianna minute went deep several policy helped choose right one family trip truly thorough understanding innerworkings policy offered thank much time help
AARDY,Nicole was very helpful and answered all of my questions concerning coverages.,5.0,nicole helpful answered question concerning coverage
AARDY,No review text found,5.0,review text found
AARDY,"I worked with both Joe Angelin & Don Valley, both of whom were very helpful and I will likely use you guys again.Thank you,DLH",5.0,worked joe angelin valley helpful likely use guy againthank youdlh
AARDY,Awesome!!She i’s very professional!I will recomended this company!,5.0,awesomeshe professionali recomended company
AARDY,No review text found,5.0,review text found
AARDY,"Your representative was knowledgeable,  courteous and helpful.",5.0,representative knowledgeable courteous helpful
AARDY,No review text found,5.0,review text found
AARDY,"Felicia was a very helpful agent , walking me through the policy, explaining terms and conditions clearly without any pressure to buy or purchase a particular policy.This is my first time using AARDy, but I would suggest your company to others",5.0,felicia helpful agent walking policy explaining term condition clearly without pressure buy purchase particular policythis first time using aardy would suggest company others
AARDY,No review text found,5.0,review text found
AARDY,Quick and efficient. Competitively priced.,5.0,quick efficient competitively priced
AARDY,All I did was give my age and how much entire trip and got the quote,4.0,give age much entire trip got quote
AARDY,"My representative Christianna was very personable, helpful, patient and kind as well as professional.",5.0,representative christianna personable helpful patient kind well professional
AARDY,"Terri, agent knowledgeable about plans, took time in answering my questions and reviewing the plans details.",5.0,terri agent knowledgeable plan took time answering question reviewing plan detail
AARDY,Sylvia did a great job. Very efficient. Easy to do business with AARDY.Thnks,5.0,sylvia great job efficient easy business aardythnks
AARDY,No review text found,5.0,review text found
AARDY,"If you're in the market for trip insurance, RUN, don't walk, to tripinsure101.com!! I found them accidentally while researching the myriad, overwhelming options for trip insurance out there and was pleasantly surprised by the experience. Christiane answered the phone immediately (no hold times or annoying AI) and it was clear I was dealing with a knowledgable professional (not someone at a call center pushing a particular product).After carefully listening and getting the details of my dream trip to India, Christiane quickly whittled my choices down to a few insurers with salient options based on my circumstance, recommended coverage limits, reimbursement rates, etc. She even held my hand through checking what coverage was available with my credit card to alleviate my concerns about having overlapping policies and insurers pointing the finger if I needed to file a claim.Christiane then went above and beyond by allowing me time to check with my health insurer about their coverage for international travel. We hung up, and incredibly, she called me back on the dot at the agreed upon time. What vendor does that these days?!Long story short, tripinsure101.com and Christiane alleviated all the anxiety, confusion, and stress around selecting the right trip insurance coverage for my dream trip. She coordinated the coverage beautifully around everything I already had in place to avoid overlap and provide me with the best, most affordable rate. There was no hard sell and I was treated with the utmost respect and courtesy. I am beyond satisfied and would highly recommend this service.",5.0,youre market trip insurance run dont walk tripinsurecom found accidentally researching myriad overwhelming option trip insurance pleasantly surprised experience christiane answered phone immediately hold time annoying ai clear dealing knowledgable professional someone call center pushing particular productafter carefully listening getting detail dream trip india christiane quickly whittled choice insurer salient option based circumstance recommended coverage limit reimbursement rate etc even held hand checking coverage available credit card alleviate concern overlapping policy insurer pointing finger needed file claimchristiane went beyond allowing time check health insurer coverage international travel hung incredibly called back dot agreed upon time vendor dayslong story short tripinsurecom christiane alleviated anxiety confusion stress around selecting right trip insurance coverage dream trip coordinated coverage beautifully around everything already place avoid overlap provide best affordable rate hard sell treated utmost respect courtesy beyond satisfied would highly recommend service
AARDY,It was easy to get signed up for travel insurance.,5.0,easy get signed travel insurance
AARDY,"Melanie S. helped me today and when I say she went beyond the call of duty, it doesn’t define the level of help she gave.She was patient with me from the very beginning with identifying the coverage for me since a relative had already purchased the plan as well as informing me of the necessary documents I should have with me during my travels.  Additionally, she shared with me all of the services I’d have access to with my coverage.  She was literally walking me through eeeverrything because I was clueless.  I never felt rushed or if I was an inconvenience.  Heck with that level of help I wasn’t thinking about the extra money I was spending because I felt I could trust her guidance.  It’s my hope she’s treated well all around by the company she’s working for.  It was nice to have great service when spending my money for a product.",5.0,melanie helped today say went beyond call duty doesnt define level help gaveshe patient beginning identifying coverage since relative already purchased plan well informing necessary document travel additionally shared service id access coverage literally walking eeeverrything clueless never felt rushed inconvenience heck level help wasnt thinking extra money spending felt could trust guidance hope shes treated well around company shes working nice great service spending money product
AARDY,Prompt informative reply. Thank you.,5.0,prompt informative reply thank
AARDY,"The agent we talked to was Felicia.  Pleasant and knowledgeable, she understood our needs perfectly and quickly provided us with a few choices. She further explained some insurance terminology in words we understood, and compared the differences in policies of different insurance companies. Afterwards, she sent us an email with what was discussed and quoted. The link included in the email provided more information and choices. We were able to choose a plan more appropriate for us. Previously, we thought purchasing a travel insurance was a complicated process. With her help, it became simple, easy, and fast! We truly appreciate her help!",5.0,agent talked felicia pleasant knowledgeable understood need perfectly quickly provided u choice explained insurance terminology word understood compared difference policy different insurance company afterwards sent u email discussed quoted link included email provided information choice able choose plan appropriate u previously thought purchasing travel insurance complicated process help became simple easy fast truly appreciate help
AARDY,The agent was so helpful!  I highly recommend Sylvia to anyone trying to find the best policy for their needs.,5.0,agent helpful highly recommend sylvia anyone trying find best policy need
AARDY,"Great agents, very competent and comprehensive explanations.  They answered on all my questions and explained how it works.",5.0,great agent competent comprehensive explanation answered question explained work
AARDY,Denise was helpful. Made my decision re: policy due to her,5.0,denise helpful made decision policy due
AARDY,Agent was very helpful,5.0,agent helpful
AARDY,"Andrea was responsive, not scripted.  I appreciate the genuine aspects of that difference.",5.0,andrea responsive scripted appreciate genuine aspect difference
AARDY,I pick this site from the Trustpilot reviews. It was a simple process to purchase a policy that works for us.,5.0,pick site trustpilot review simple process purchase policy work u
AARDY,Denise was wonderful helping me with my insurance,5.0,denise wonderful helping insurance
AARDY,"I had many questions about which travel insurance would be right for me. I was fortunate enough to reach Andrea, who talked me through many different options, and ultimately gave me enough information that I could comfortably choose the plan that was right for me. Andrea was professional, knowledgeable, and courteous.I would highly recommend anyone use this company, especially if everyone offers such great customer service as Andrea displayed.",5.0,many question travel insurance would right fortunate enough reach andrea talked many different option ultimately gave enough information could comfortably choose plan right andrea professional knowledgeable courteousi would highly recommend anyone use company especially everyone offer great customer service andrea displayed
AARDY,Andrea was great walked me threw everything.. Great piece of mind knowing I got extra coverage on my next trip .,5.0,andrea great walked threw everything great piece mind knowing got extra coverage next trip
AARDY,I was very impressed with how competent and forthcoming the agent was with providing the information I needed and answering the additional questions I had for her.,5.0,impressed competent forthcoming agent providing information needed answering additional question
AARDY,"The agent McLuis… She very patiently explained all the insurance differences when we go travel aboard need for the senior,unexpected accidents happen what we would like to have covered and our risk tolerance.Very best!",5.0,agent mcluis patiently explained insurance difference go travel aboard need seniorunexpected accident happen would like covered risk tolerancevery best
AARDY,"Very quick, got multiple estimates in a matter of seconds.  Was able to compare a couple which helped me make a decision.",5.0,quick got multiple estimate matter second able compare couple helped make decision
AARDY,Andrea was very attentive to my needs and got me the perfect product. Very polite and knowledgeable.Thanks Andrea!,5.0,andrea attentive need got perfect product polite knowledgeablethanks andrea
AARDY,"shoped for  travel insurance with many firms, and  the best suitable was offered by  AARDY and  Sylvia  was very good in providing the necessary info and  the best rates Thanks.  Thomas Chacko",5.0,shoped travel insurance many firm best suitable offered aardy sylvia good providing necessary info best rate thanks thomas chacko
AARDY,No review text found,5.0,review text found
AARDY,No review text found,5.0,review text found
AARDY,"Denise was cordial and informative. She gave me the information I needed, and proceeded with our application immediately.",5.0,denise cordial informative gave information needed proceeded application immediately
AARDY,Great experience! Simple explanation of benefits by Christiana over the phone. Very straightforward and helpful! Reasonable price for best policies.,5.0,great experience simple explanation benefit christiana phone straightforward helpful reasonable price best policy
AARDY,Dealt with Denise. She was very knowledgeable and professional! She set up our travel insurance without any problems.,5.0,dealt denise knowledgeable professional set travel insurance without problem
AARDY,Sylvia's  patience was outstanding,5.0,sylvias patience outstanding
AARDY,"The website is easy to navigate. The policies were listed clearly showing the premium for each. I felt there was a good representation of policies available. There is a chat feature, but I didn't feel the need to use it. The email providing proof of purchase came quickly.",5.0,website easy navigate policy listed clearly showing premium felt good representation policy available chat feature didnt feel need use email providing proof purchase came quickly
AARDY,Very easy site to use. Quick and to the point.,5.0,easy site use quick point
AARDY,No review text found,5.0,review text found
AARDY,"Very professional answered all my concerns and questions. Can't tell you how the recommended insurance company preformed, since we did not travel yet. We hope that we don't need to file a claim to find out. We rather have insurance and not use it, rather than need one and not have it.",5.0,professional answered concern question cant tell recommended insurance company preformed since travel yet hope dont need file claim find rather insurance use rather need one
AARDY,Nicole was very knowledgeable and was able to answer all of my questions. The process of setting up travel insurance was painless.,5.0,nicole knowledgeable able answer question process setting travel insurance painless
AARDY,"I called wanting one kind of insurance but Amanda questioned me about my needs, and it turned out another policy was better suited to me and my husband.  I appreciated her help, and when I called to purchase it, George was also extremely helpful.",5.0,called wanting one kind insurance amanda questioned need turned another policy better suited husband appreciated help called purchase george also extremely helpful
AARDY,Melanie answer all our question,5.0,melanie answer question
AARDY,No review text found,5.0,review text found
AARDY,"Sylvia did an Awesome job of searching all the different companies to find the coverage I needed. My travel companion lives in another state and Sylvia informed me that she had to purchase her Ins separately. Which I sent the information to my friend and she booked accordingly. In addition, once I gave payment, Silvia went over the documentation with me and pointed out the most important items that applied to my trip. She encouraged me to read all 52 pages as well. Her Customer Service was Excellent!!",5.0,sylvia awesome job searching different company find coverage needed travel companion life another state sylvia informed purchase in separately sent information friend booked accordingly addition gave payment silvia went documentation pointed important item applied trip encouraged read page well customer service excellent
AARDY,Terry was terrific. She answered every one one my questions with very specific and helpful information and we were able to purchase our policy with confidence after speaking with her.,5.0,terry terrific answered every one one question specific helpful information able purchase policy confidence speaking
AARDY,I found Janet to be very helpful and listen to what we wanted. She was not pushy but very knowledgeable and understanding of what we needed.,5.0,found janet helpful listen wanted pushy knowledgeable understanding needed
AARDY,"Easy, quick, and understandable documentation.",5.0,easy quick understandable documentation
AARDY,I was unsure of coverage needed and used the chat feature. I received the answer I needed.,5.0,unsure coverage needed used chat feature received answer needed
AARDY,I had a good experience and the confirmation came thru immediately. A special Thank You to George.,5.0,good experience confirmation came thru immediately special thank george
AARDY,"Agents Felicia and George were knowledgeable and helpful, and patiently answered all my questions.",5.0,agent felicia george knowledgeable helpful patiently answered question
AARDY,Great coverage and good customer service.,5.0,great coverage good customer service
AARDY,No review text found,5.0,review text found
AARDY,The wonderful lady that assisted me very easy to work with and very professional,5.0,wonderful lady assisted easy work professional
AARDY,No review text found,5.0,review text found
AARDY,Super easy to use. Easily able review policy documents. The online chat person was very helpful in making recommendations based on my region of travel.,5.0,super easy use easily able review policy document online chat person helpful making recommendation based region travel
AARDY,The agent Maranea was so helpful. She is perfect for this job. She is patient and takes what ever time necessary to answer questions and just talk. She made the entire process so easy. She makes you feel like you just made a new friend.,5.0,agent maranea helpful perfect job patient take ever time necessary answer question talk made entire process easy make feel like made new friend
AARDY,This is the second time we've contacted AARDY for quotes on a trip we are taking.  It is so nice to have a number of companies and options to review to see what we would like to have covered and our risk tolerance.,5.0,second time weve contacted aardy quote trip taking nice number company option review see would like covered risk tolerance
AARDY,"Your agent named Stacey was fantastic…..well spoken, informed,professional, patient and a pleasure to deal with!",5.0,agent named stacey fantasticwell spoken informedprofessional patient pleasure deal
AARDY,No review text found,4.0,review text found
AARDY,Miranda was very helpful and explained the diffferences in coverage which allowed us to make a good decision on our coverage,5.0,miranda helpful explained diffferences coverage allowed u make good decision coverage
AARDY,"I spoke with George, the agent at AARDY.  He was very pleasant and explained my concerns with purchasing the insurance.  Giving 5 star rating.",5.0,spoke george agent aardy pleasant explained concern purchasing insurance giving star rating
AARDY,"Knowledgeable agent & efficient service from Christiana. (If I got the spelling wrong, my apologies).",5.0,knowledgeable agent efficient service christiana got spelling wrong apology
AARDY,George did a great job of explaining options and advising what we may need. Very helpful. 5 stars!,5.0,george great job explaining option advising may need helpful star
AARDY,I spoke to Don the first time i called and he was so helpful and kind. After my first conversation with him I referred my sister and 2 of my patients to Don. I called Don back today when I was ready to book the insurance. Once again he was so helpful and patient with all my questions and i feel comfortable with my decision. I also found out my sister also booked with him today! Thank you!,5.0,spoke first time called helpful kind first conversation referred sister patient called back today ready book insurance helpful patient question feel comfortable decision also found sister also booked today thank
AARDY,Clearly described plans and pricesCreated a feeling of trust that I'm not being cheated or sold something I don't want or need,5.0,clearly described plan pricescreated feeling trust im cheated sold something dont want need
AARDY,It was easy to find and choose the insurance that suited me.,5.0,easy find choose insurance suited
AARDY,Melanie was very helpful and made the process painless.  I will use you in the future for my Insurance needs.,5.0,melanie helpful made process painless use future insurance need
AARDY,I spoke to Don after he was recommended by my sister Claire Nathanson Trapp. I first contacted him over a month ago when I began looking at policies. There were so many agencies that offer these services but I liked how Don explained the different policies in a way I could understand. I ask a lot of questions and he answered them all. So pleasant and thorough. Great customer service!,5.0,spoke recommended sister claire nathanson trapp first contacted month ago began looking policy many agency offer service liked explained different policy way could understand ask lot question answered pleasant thorough great customer service
AARDY,Easy to understand alternatives and clear criteria for selecting program.,5.0,easy understand alternative clear criterion selecting program
AARDY,"The representative was friendly and knowledgeable.  He actually helped me find things while I was on the computer and directed me to correct pages, etc.  He answered all questions.",5.0,representative friendly knowledgeable actually helped find thing computer directed correct page etc answered question
AARDY,"Terri answered all my questions, called me back when I had more questions and was very helpful.",5.0,terri answered question called back question helpful
AARDY,"Just purchase medical insurance for myself and two daughters for a trip to Scotland. Your agent Janet was so helpful, patient in explaining the policies and also polite, charming and nice sense if humour. She is a very good representative for AARDY",5.0,purchase medical insurance two daughter trip scotland agent janet helpful patient explaining policy also polite charming nice sense humour good representative aardy
AARDY,"I called and got a person!!!!  She helped me with information  about the insurance and what I should get for medical , about trip cancel and trip interrupt.  She answer most all of my question, even before I asked.Very helpful and professional.",4.0,called got person helped information insurance get medical trip cancel trip interrupt answer question even askedvery helpful professional
AARDY,"Sylvia Y was very, very pleasant & helpful in securing the policy for me! My first contact was Sara & she was also very helpful on line chatting! I would recommend this company to others because of their thoroughness & pleasant demeanor! They deserve a raise!!",5.0,sylvia pleasant helpful securing policy first contact sara also helpful line chatting would recommend company others thoroughness pleasant demeanor deserve raise
AARDY,"Before I decided to purchase our travel insurance policy, I went to the AARDY website and compared policies and prices and those with other companies.  I didn't commit right away as I had questions, so I called the number and was connected right away to a representative.  She was able to quickly answer the few questions that I had.  But I still wasn't convinced I should even buy a policy, even though it was cheaper and had more coverage than the cruise line's policy.  Then I received a call from my friend who's wife had just gotten COVID. That was the deciding factor for me to buy this policy without hesitation. AARDY's website is excellent making it very easy to compare various company's policies and really made my decision to buy from them.",5.0,decided purchase travel insurance policy went aardy website compared policy price company didnt commit right away question called number connected right away representative able quickly answer question still wasnt convinced even buy policy even though cheaper coverage cruise line policy received call friend who wife gotten covid deciding factor buy policy without hesitation aardys website excellent making easy compare various company policy really made decision buy
AARDY,Very helpful and explaining all the information I ask for.,5.0,helpful explaining information ask
AARDY,Well balanced review of various companies and price quotes. It helped me reach a decision with a degree of confidence.,5.0,well balanced review various company price quote helped reach decision degree confidence
AARDY,"Sarah and Sylvia were amazing!!! They both are very quick to help, and great recommendations! Very knowledgeable as well.Thank you!!!Gio & Carmel",5.0,sarah sylvia amazing quick help great recommendation knowledgeable wellthank yougio carmel
AARDY,No review text found,5.0,review text found
AARDY,So easy to get travel insurance. Very informative on the phone and online. Sarah and Slyvia were awesome. Thanks so much!!!!,5.0,easy get travel insurance informative phone online sarah slyvia awesome thanks much
AARDY,"Website made it easy to research many options for travel insurance.I also appreciated the helpful advice on what to look for when choosing a plan.  Clear, simple instructions are excellent.",5.0,website made easy research many option travel insurancei also appreciated helpful advice look choosing plan clear simple instruction excellent
AARDY,Andrea was so helpful in explaining the different plans. And she was diligent with her follow-up calls and emails.  I would call Andrea at AARDY for all my future travel insurance needs.,5.0,andrea helpful explaining different plan diligent followup call email would call andrea aardy future travel insurance need
AARDY,Very satisfied!Amanda was the agent whom I spoke with and her clear precise explanation of benefits was most helpful.I was very pleased to speak to a live person who helped guide me through the comparison of available options.Thank you Aardy for this service.,5.0,satisfiedamanda agent spoke clear precise explanation benefit helpfuli pleased speak live person helped guide comparison available optionsthank aardy service
AARDY,Purchased travel insurance. Thru IMG. Good price and good coverage.Problem is canc t get policy and docu. printed out unless I'm a member of IMG. Site gives toll free # to call to get confirmation # in order to log in and print documents.. Toll free # isn' t maned by anyone on weekend.I have to wait until weekday to get a code. Very poor system!,1.0,purchased travel insurance thru img good price good coverageproblem canc get policy docu printed unless im member img site give toll free call get confirmation order log print document toll free maned anyone weekendi wait weekday get code poor system
AARDY,Sarah on chat was super helpful. We received a call from Sylvia who was absolutely amazing. We really appreciate all of their help and feel much better about our travel plans now that we are insured. I would recommend the company to others based on their excellent customer service.,5.0,sarah chat super helpful received call sylvia absolutely amazing really appreciate help feel much better travel plan insured would recommend company others based excellent customer service
AARDY,I talked with Janet on the phone and she was very helpful to understand my specific situation and explain the medical coverage.,5.0,talked janet phone helpful understand specific situation explain medical coverage
AARDY,Easy to navigate/get insurance coverage online.Affordable rates.Hopefully would veceasy to get/acail claims!,4.0,easy navigateget insurance coverage onlineaffordable rateshopefully would veceasy getacail claim
AARDY,The agent on the phone was very nice and explained the differences between the different travel insurance policies.She also asked what was important to us and recommended specific policies accordingly.,5.0,agent phone nice explained difference different travel insurance policiesshe also asked important u recommended specific policy accordingly
AARDY,The agent that answered my call was great@ she also helped my traveling companion get coverage.,5.0,agent answered call great also helped traveling companion get coverage
AARDY,Sylvia was very helpful and informative in helping to choose the right travel insurance for us. My first time having to purchase and Sylvia explained patiently and in detail. I have total peace of mind that the unforseen will be covered and handled well.,5.0,sylvia helpful informative helping choose right travel insurance u first time purchase sylvia explained patiently detail total peace mind unforseen covered handled well
AARDY,Terri was very informative and answered all my questions. She is top notch!,5.0,terri informative answered question top notch
AARDY,Excellent! they help when you I needed it,5.0,excellent help needed
AARDY,Melanie and George helped me and my travel partner navigate a very complicated foreign country travel plan. They had to take into consideration an upcoming surgery which was making the travel insurance very expensive as I live in WA state. The final insurance policy gives me the flexibility and confidence I needed to continue on with my travel plans at a very reasonable price with an A+ company.,5.0,melanie george helped travel partner navigate complicated foreign country travel plan take consideration upcoming surgery making travel insurance expensive live wa state final insurance policy give flexibility confidence needed continue travel plan reasonable price company
AARDY,I wanted to see some reviews from people who had had claims. The the reviews all reflected a great experience buying the travel I insurance of course they were the seller wanted your business but none had had a claim to resolve,4.0,wanted see review people claim review reflected great experience buying travel insurance course seller wanted business none claim resolve
AARDY,AARDY was very helpful and knew the policies you have to offer very well. She had answers to any questions I had on each one in detail. I felt good about the experience and would use your company again.D.Morris,5.0,aardy helpful knew policy offer well answer question one detail felt good experience would use company againdmorris
AARDY,"Amanda help me understand all of the questions I had with my travel insurance policy. She did a great job.She is very easy to understand, explained everything where I could understand it.  I would recommend her to anyone that needs help sorting out the convoluted lengthy policies and what you need to to take on the trip for proof of medical insurance.",5.0,amanda help understand question travel insurance policy great jobshe easy understand explained everything could understand would recommend anyone need help sorting convoluted lengthy policy need take trip proof medical insurance
AARDY,Maranda was very helpful and very knowledgeable and very nice to talk to.,5.0,maranda helpful knowledgeable nice talk
AARDY,No review text found,5.0,review text found
AARDY,Amanda made all very easy to understand,5.0,amanda made easy understand
AARDY,Denise was very knowledgeable & courteous.  She was especially helpful in clearly explaining different coverage details when comparing policy options.,5.0,denise knowledgeable courteous especially helpful clearly explaining different coverage detail comparing policy option
AARDY,"Fast, easy process to compare policies and purchase plan. Questions answered immediately with phone call.",5.0,fast easy process compare policy purchase plan question answered immediately phone call
AARDY,Quotes Accurate and Timely - Thank you for sharing a nice variety of companies and policies for us to choose what we need - we were able to select what we needed easily and quickly.  Thank you.,5.0,quote accurate timely thank sharing nice variety company policy u choose need able select needed easily quickly thank
AARDY,Excellent customer service very easy to communicate with great follow-through I would recommend highly,5.0,excellent customer service easy communicate great followthrough would recommend highly
AARDY,"Nice and helpful !! Recommended and explained, clearly and provided good information.",5.0,nice helpful recommended explained clearly provided good information
