Name,Review,Number of Stars,Cleaned_Review,Corrected_Review,Generated_Text,Summary
AARDY,Amazing experience with the support team always recommended,5,amazing experience support team always recommended,amazing experience support team always recommended,aardycom website well designed website made essy find best option although gave star thank sylvia,amazing experience support team always recommended
AARDY,Easy booking experience.  Well designed site. Good prices.,5,easy booking experience well designed site good price,easy booking experience well designed site good price,easytouse great pricing used aardy several time always tell friend take look site travel insurance could impressed customer service,easy booking experience well designed site good price
AARDY,Christianna was friendly and patient. She helped me find the best options for an upcoming trip.,5,christianna friendly patient helped find best option upcoming trip,christian friendly patient helped find best option coming trip,amanada felicia f great deal explained thing well,christianna friendly patient helped find best option upcoming trip
AARDY,The agent was very helpful.  Excellent. Customer service.,5,agent helpful excellent customer service,agent helpful excellent customer service,representative melanie listened wanted travel policy selected best value aardyvery user friendly price reasonable,
AARDY,One if the best experience..thank u so much,5,one best experiencethank u much,one best experiencethank u much,insurance especially travel insurance tailored plan u provided useful information,
AARDY,No review text found,5,review text found,review text found,first time travel insurance need select good fit,
AARDY,No review text found,5,review text found,review text found,filicia great job explaining option coverage cost better cruise line offered insurance twice price also trying make mind thank much,
AARDY,Janet helped me sort out my options,5,janet helped sort option,janet helped sort option,agent fantastic explained choice made recommendation based need answered question professional manner thanks janet,
AARDY,Very helpful.  Answered all questions.,5,helpful answered question,helpful answered question,stacey answered question completed process phone verified received email asked make sure covered properly thanks amanda,
AARDY,No review text found,5,review text found,review text found,amazing service helped u make informed decision,
AARDY,No review text found,5,review text found,review text found,amanda great job explaining option available,
AARDY,Ward was great! Answered all my questions.,5,ward great answered question,ward great answered question,easy compare different policy aardy also pleased service,
AARDY,No review text found,5,review text found,review text found,policy fair price customer service knowledgeable articulate representative every time insurance renews happy agent entire experience,
AARDY,haven;t used it yet. let you know in a couple of months,4,havent used yet let know couple month,haven used yet let know couple month,helpful honest compassionate would highly recommend aardy others,
AARDY,No review text found,5,review text found,review text found,agent answered call aardy paid plan every time,
AARDY,No review text found,5,review text found,review text found,nicole helpful answering question great link right policy trip went policy aardy cant say good bad honestly hope dont use,
AARDY,"Helpful, kind, patient and knowledgeable",5,helpful kind patient knowledgeable,helpful kind patient knowledgeable,maranda helped u find one plan would uniquely fit need traveling trust recommendation travel need,
AARDY,No review text found,5,review text found,review text found,well designed made easy look insurance need assisting first big vacation thank sylvia,
AARDY,Useful product atmosphere is good,5,useful product atmosphere good,useful product atmosphere good,agency fantastic job finding right international medical coverage needed price wanted pay,
AARDY,This is a wonderful app. Good work by the team.,5,wonderful app good work team,wonderful pp good work team,miranda explained thing thoroughly several time understanding document easy time,
AARDY,Good n excellent,5,good n excellent,good n excellent,agent spoke extremely helpful informative,
AARDY,No review text found,5,review text found,review text found,love option choose even suggested plan would uniquely fit need,
AARDY,"Quick, detailed explanation of policy choices.",5,quick detailed explanation policy choice,quick detailed explanation policy choice,pleasure working janetshe answered question got insurance needed,
AARDY,GreatDoing well,5,greatdoing well,greatdoing well,kayla great deal excellent agent,
AARDY,No review text found,5,review text found,review text found,sylvia knowledgeable need patient towards senior person dont know taking work get fixed,
AARDY,No review text found,5,review text found,review text found,process review plan selection purchase made process easy,
AARDY,very grateful for all the help,5,grateful help,grateful help,melanie excellent job helping process latest coverage great company friendly natureoverlal behaviour really good,
AARDY,No review text found,5,review text found,review text found,nicole knowledgeable friendly took time carefully review information pleasant informative,
AARDY,"Sylvia was knowledgeable, helpful, patient",5,sylvia knowledgeable helpful patient,sylvis knowledgeable helpful patient,agent prompt polite expected put hold listen menu first talked george helpful taking information answering question policy,
AARDY,No review text found,5,review text found,review text found,entered trip detail looking different policy make sure coverage adequate need,
AARDY,No review text found,5,review text found,review text found,miranda knowledgeable answered question explained unfamiliar term clearly thoroughly feel confident covered thanks,
AARDY,Great ServicesI love it,5,great servicesi love,great services love,spoke janet miranda aardy knowledgeable helpful able see quick vies coverage able compare plan peace mind,
AARDY,"friendly and helpful, knowledgeable",5,friendly helpful knowledgeable,friendly helpful knowledgeable,marenda knowledgeable made feel comfortable decision,
AARDY,No review text found,5,review text found,review text found,second time purchased insurance janet made great experience melony helpful made process easy thank w,
AARDY,No review text found,5,review text found,review text found,roy fantastic best service agent janet know calling future,
AARDY,Sylvia was wonderful..... so helpful and professional!,5,sylvia wonderful helpful professional,sylvis wonderful helpful professional,cristiana informative explained thing thoroughly slowly kudos melanie id recommend everyone use againfelicia amanda excellent,
AARDY,No review text found,5,review text found,review text found,amanda provided excellent help getting insurance easy understand language,
AARDY,Awesome experience purchasing travel protection !,5,awesome experience purchasing travel protection,awesome experience purchasing travel protection,easy compare different policy coverage price agent knowledgeable helpful seems aardys offer respectfable hopefully never file claim yet peace mind,awesome experience purchasing travel protection
AARDY,No review text found,5,review text found,review text found,agent helping u select recommend one fit traveler need know also appreciate candidness quote u select recommend one fit traveler need,
AARDY,No review text found,4,review text found,review text found,sylvia agent assisted denise excellent professional courteous knowledgeable forth coming enjoyed dealing nicole thank,
AARDY,No review text found,5,review text found,review text found,purchasing travel protection insurance option helpful advising best option although gave star thank sylvia,
AARDY,No review text found,5,review text found,review text found,easy quick painless first time purchased travel insurance company good,
AARDY,No review text found,5,review text found,review text found,limited experience trip insurance agent,
AARDY,No review text found,5,review text found,review text found,agent assisted professional knowledgeable product helped make choice painless one definitely use aardy travel insurance,
AARDY,No review text found,5,review text found,review text found,amanda great guiding plan option would best u even reviewed travel agreement trip explaining type travel insurance policy needed,
AARDY,No review text found,5,review text found,review text found,kayla great deal thank much,
AARDY,No review text found,4,review text found,review text found,super easy price good coverage quick response question melanie helpful question believe got good policy cover need,
AARDY,Good one ... nice,5,good one nice,good one nice,used aardys many time provide best service agent satisfactorily answered question went coverage excellent job,
AARDY,Answered questions effectively,5,answered question effectively,answered question effectively,janet warm friendly answered question made excellent recommendation tailor policy specific need appreciate effort definitely use janet company future,
AARDY,It was easy to use.,5,easy use,easy use,glad called spoke sarah relieved knowledgeable professional clear caring ambiguity,
AARDY,No review text found,5,review text found,review text found,customer service ease use good selection plan good personal advice plan would uniquely fit need,
AARDY,No review text found,5,review text found,review text found,struggling searching travel insurance ill coming back aardy,
AARDY,No review text found,5,review text found,review text found,miranda quite helpful helping u find one plan would offer u best deal,
AARDY,No review text found,5,review text found,review text found,melanie polite quiet knowledge addressed question even brought point didnt think bravo,
AARDY,No review text found,5,review text found,review text found,amanda phone felicia chat helpful kayla spoke phone wonderful,
AARDY,No review text found,5,review text found,review text found,nichole great work explained policy detail,
AARDY,No review text found,5,review text found,review text found,janet extremely helpful phone answered question,
AARDY,No review text found,5,review text found,review text found,miranda wonderful job answering question,
AARDY,No review text found,5,review text found,review text found,miranda asked question process easy sign dont background coverage chat call highly recommend customer service experience ever,
AARDY,No review text found,5,review text found,review text found,great company great product find excellent people like continue use aardy future travel need,
AARDY,No review text found,5,review text found,review text found,janet knowledgeable suggested plan would offer u best coverage value,
AARDY,No review text found,5,review text found,review text found,outstanding pleasethey made easy look insurance need denise helpful courteous get star review,
AARDY,Good with it,5,good,good,denise able assist concern im traveling thank youanne r new jersey,
AARDY,No review text found,5,review text found,review text found,need complete coverage travel wanted,
AARDY,No review text found,5,review text found,review text found,easy get insurance quote document,
AARDY,Very professional,5,professional,professional,wonderful experience knowledgeable pleasantmy sister purchased insurance upcoming vacation,
AARDY,No review text found,5,review text found,review text found,representative initially talked prior purchasing policy travel insurance,
AARDY,No review text found,5,review text found,review text found,efficient explaining option friendly helpful gave star rating close star wish option also hurry trusted decision independent agency,
AARDY,No review text found,5,review text found,review text found,george friendly professional answered question,
AARDY,No review text found,5,review text found,review text found,took second select plan easy process quick easy efficient pleasure deal,
AARDY,"I found you through Emma Cruises. Your website was so awesome, clear, concise, and detailed so I could make my decision based on what we need. I will never take a cruise again without having this insurance. Thank you.  Susan",5,found emma cruise website awesome clear concise detailed could make decision based need never take cruise without insurance thank susan,found emma cruise webster awesome clear concise detailed could make decision based need never take cruise without insurance thank susan,agent sylvia great job recommending policy based need never take cruise without insurance thank susan,found emma cruise website awesome clear concise detailed could make decision based need never take cruise without insurance thank susan
AARDY,Sylvia was very knowledgeable and helpful and was patient when I asked her to repeat things.,5,sylvia knowledgeable helpful patient asked repeat thing,sylvis knowledgeable helpful patient asked repeat thing,overall experience positive aardy solid choice reliable service quality product,sylvia knowledgeable helpful patient asked repeat thing
AARDY,Kristiana was very efficient and knowledgeable about policy options. She was very helpful and selecting the proper policy for our trip. Thank you!,5,kristiana efficient knowledgeable policy option helpful selecting proper policy trip thank,kristiana efficient knowledgeable policy option helpful selecting proper policy trip thank,representative kiwi destiny knowledgeable courteous accessible invaluable helping u knowledgeable product,kristiana efficient knowledgeable policy option helpful selecting proper policy trip thank
AARDY,Very fast and complete information on many travel insurance companies.  Easy to compare.,5,fast complete information many travel insurance company easy compare,fast complete information many travel insurance company easy compare,spoke janet miranda aardy knowledgeable helpful spoke people different call janet helpful able see quick vies coverage able compare plan nice feature,fast complete information many travel insurance company easy compare
AARDY,"All my questions were answered quickly and clearly, all options explained and the cost of the policy was reasonable.  Amanda and Ward were very helpful.",5,question answered quickly clearly option explained cost policy reasonable amanda ward helpful,question answered quickly clearly option explained cost policy reasonable mania ward helpful,option clearly explained option helped make decision purchase insurance easy quick process lot information thank,question answered quickly clearly option explained cost policy reasonable amanda ward helpful
AARDY,Easy to read website when quotes come up. Easy to use. I’ve come back 3x now and bought a plan from you! Thanks,5,easy read website quote come easy use ive come back x bought plan thanks,easy read webster quote come easy use give come back x bought plan thanks,need complete coverage travel wanted,easy read website quote come easy use ive come back x bought plan thanks
AARDY,My experience was very pleasant and informative.,5,experience pleasant informative,experience pleasant information,answered question clearly well easy understand answered question clearly,
AARDY,Very knowledgeable and pleasantly cordial sales person in Wood Cleaver!  So informative and congenial.  Cannot be beat!,5,knowledgeable pleasantly cordial sale person wood cleaver informative congenial beat,knowledgeable pleasantly cordial sale person wood cleaver information congenial beat,melody great work explained every detail understandable could understand talking,knowledgeable pleasantly cordial sale person wood cleaver informative congenial beat
AARDY,GEORGE WAS VERY POLITE AND COURTEOUS ON THE PHONE. HE WAS ALSO VERY KNOWLEDGEABLE ABOUT THE PRODUCT.,5,george polite courteous phone also knowledgeable product,george polite courteous phone also knowledgeable product,website easy navigate several option offered helpful suggestion made making choice,george polite courteous phone also knowledgeable product
AARDY,I recently had several issues that I needed solved. I called the concierge service line and spoke with Sylvia Y. She went above and beyond to help me resolve all my issues. It is because of people like her that I continue to use Aardy as my travel insurance agent.,5,recently several issue needed solved called concierge service line spoke sylvia went beyond help resolve issue people like continue use aardy travel insurance agent,recently several issue needed solved called converge service line spoke sylvis went beyond help resolve issue people like continue use hardy travel insurance agent,people friendly courteous knowledgeable helpful patient cant tell much better price better left little consider good choice thank,recently several issue needed solved called concierge service line spoke sylvia went beyond help resolve issue people like continue use aardy travel insurance agent
AARDY,No review text found,5,review text found,review text found,agent spent lot time answering question came giving important information making sure information make right choice trip cost budget friendly,
AARDY,"Started with a chat with Shanna and then spoke by phone with Christiana.  Both agents were friendly, patient, and professional. They answered my questions and explained unfamiliar terms clearly and thoroughly. I feel confident that the travel policy I selected is the best value for me and matches my needs.",5,started chat shanna spoke phone christiana agent friendly patient professional answered question explained unfamiliar term clearly thoroughly feel confident travel policy selected best value match need,started chat hanna spoke phone christian agent friendly patient professional answered question explained unfamiliar term clearly thoroughly feel confident travel policy selected best value match need,felicia helpful made sale easy,started chat shanna spoke phone christiana agent friendly patient professional answered question explained unfamiliar term clearly thoroughly feel confident travel policy selected best value match need
AARDY,"You were responsive, helpful, and friendly!",5,responsive helpful friendly,responsive helpful friendly,policy explained detail easy understand benefit,
AARDY,No review text found,5,review text found,review text found,purchased travel insurance extremely nuanced agent nicole great speak knowledgeable insurance,
AARDY,No review text found,5,review text found,review text found,easy evaluate policy responsive helpful customer service start finish highly recommended,
AARDY,No review text found,5,review text found,review text found,denise helpful knowledgeable provided option,
AARDY,No review text found,5,review text found,review text found,denise good answering question sending email,
AARDY,No review text found,5,review text found,review text found,easy sign linei hope use insurancerobert schwartz,
AARDY,No review text found,5,review text found,review text found,miranda helpful selecting best plan u provided document needed quickly,
AARDY,It was a great pleasure to use it i recommend this with High priority,5,great pleasure use recommend high priority,great pleasure use recommend high priority,knowledgeable great customer service someone like mirandasincerely,great pleasure use recommend high priority
AARDY,No review text found,5,review text found,review text found,easy booking experience well designed website made essy find best fit need,
AARDY,I spoke with Christiana while purchasing my policy for travel insurance this Spring and she was amazing. I had many questions regarding the policy and many things I was ignorant of that she helped clarify in an easy-to-understand manner. The whole conversation helped put my mind at ease about this uncharted territory and made me confident that we will be well covered while traveling abroad. Thank you Christiana!,5,spoke christiana purchasing policy travel insurance spring amazing many question regarding policy many thing ignorant helped clarify easytounderstand manner whole conversation helped put mind ease uncharted territory made confident well covered traveling abroad thank christiana,spoke christian purchasing policy travel insurance spring amazing many question regarding policy many thing ignorant helped clarify easytounderstand manner whole conversation helped put mind ease unchanged territory made confident well covered traveling abroad thank christian,sarah p online chat helpful kayla spoke phone christiana agent friendly patient professional answered question patiently walked thru detail policy,spoke christiana purchasing policy travel insurance spring amazing many question regarding policy many thing ignorant helped clarify easytounderstand manner whole conversation helped put mind ease uncharted territory made confident well covered traveling abroad thank christiana
AARDY,Good place good service,5,good place good service,good place good service,process review plan selection purchase made process easy,
AARDY,No review text found,5,review text found,review text found,research two site found insurance aardy trawick dont know taking work get fixed,
AARDY,Provided the information I needed and was able to complete the transaction in a few minutes.,5,provided information needed able complete transaction minute,provided information needed able complete transaction minute,lot option price seemed good heard company look find worked best,provided information needed able complete transaction minute
AARDY,I spoke with Christiana while purchasing my policy for travel insurance this Spring and she was amazing. I had many questions regarding the policy and many things I was ignorant of that she helped clarify in an easy-to-understand manner. The whole conversation helped put my mind at ease about this uncharted territory and made me confident that we will be well covered while traveling abroad. Thank you Christiana!,5,spoke christiana purchasing policy travel insurance spring amazing many question regarding policy many thing ignorant helped clarify easytounderstand manner whole conversation helped put mind ease uncharted territory made confident well covered traveling abroad thank christiana,spoke christian purchasing policy travel insurance spring amazing many question regarding policy many thing ignorant helped clarify easytounderstand manner whole conversation helped put mind ease unchanged territory made confident well covered traveling abroad thank christian,lot option price seemed good heard company look find worked best,spoke christiana purchasing policy travel insurance spring amazing many question regarding policy many thing ignorant helped clarify easytounderstand manner whole conversation helped put mind ease uncharted territory made confident well covered traveling abroad thank christiana
AARDY,Amanda helped me understand the difference between travel insurance policies with primary vs secondary medical insurance relative to the medical insurance we have.  She was easy to talk to and understand and patient with my questions.  And she had the answers I was looking for :),5,amanda helped understand difference travel insurance policy primary v secondary medical insurance relative medical insurance easy talk understand patient question answer looking,mania helped understand difference travel insurance policy primary v secondary medical insurance relative medical insurance easy talk understand patient question answer looking,easy understandable friendly informative answered question made excellent recommendation tailor policy specific need,amanda helped understand difference travel insurance policy primary v secondary medical insurance relative medical insurance easy talk understand patient question answer looking
AARDY,Christianna was very knowledgeable and patient.  I had a few questions and she was happy to answer them without any issues at all.  She was so kind on the phone that I decided to book my 2nd trip's insurance also!,5,christianna knowledgeable patient question happy answer without issue kind phone decided book nd trip insurance also,christian knowledgeable patient question happy answer without issue kind phone decided book nd trip insurance also,spoke denise knowledgeable helpful thorough pleasant,christianna knowledgeable patient question happy answer without issue kind phone decided book nd trip insurance also
AARDY,"Great help from some very competent customer service specialists.  Can't imagine finding the right international medical insurance plan without their assistance.Miranda, Melanie, Janet, Nicole, Sylvia and Christiana all provided focused and professional help to me in making these policy decisions.  Thanks, gang!",5,great help competent customer service specialist cant imagine finding right international medical insurance plan without assistancemiranda melanie janet nicole sylvia christiana provided focused professional help making policy decision thanks gang,great help competent customer service specialist can imagine finding right international medical insurance plan without assistancemiranda melanin janet nice sylvis christian provided focused professional help making policy decision thanks gang,every customer service question asked insurance company made buying experience fast service,great help competent customer service specialist cant imagine finding right international medical insurance plan without assistancemiranda melanie janet nicole sylvia christiana provided focused professional help making policy decision thanks gang
AARDY,Nicole customer awesome service great price,5,nicole customer awesome service great price,nice customer awesome service great price,miranda made good choice policiesi didnt write name agent online chat responsive gave several option different company,nicole customer awesome service great price
AARDY,"Melanie was exceptional, addressing all my inquiries and ensuring a smooth insurance acquisition process.",5,melanie exceptional addressing inquiry ensuring smooth insurance acquisition process,melanin exceptional addressing inquiry ensuring smooth insurance acquisition process,comparing policy get right wanted gostreamline complicated worldrefreshing,melanie exceptional addressing inquiry ensuring smooth insurance acquisition process
AARDY,No review text found,5,review text found,review text found,agent andrea sylvia kind patient provided u better option choose even suggested plan best travel,
AARDY,AARDY makes comparing and buying travel Insurance super easy. The plan comparison tools are great and the entire process is simple and convenient. Highly recommend!,5,aardy make comparing buying travel insurance super easy plan comparison tool great entire process simple convenient highly recommend,hardy make comparing buying travel insurance super easy plan comparison tool great entire process simple convenient highly recommend,agent janet amazing first time experience yet,aardy make comparing buying travel insurance super easy plan comparison tool great entire process simple convenient highly recommend
AARDY,Stacey answered all our questions and was a huge help in assisting us with our purchase.,5,stacey answered question huge help assisting u purchase,states answered question huge help assisting u purchase,show plan cost benefit easy understand patient question found policy meet need,stacey answered question huge help assisting u purchase
AARDY,Excellent customer service by knowledgeable and very courteous agents.,5,excellent customer service knowledgeable courteous agent,excellent customer service knowledgeable courteous agent,agent helpful explaining different clause helping buy insurance,excellent customer service knowledgeable courteous agent
AARDY,"Easy to understand policy & very very helpful agent, Andrea M.",5,easy understand policy helpful agent andrea,easy understand policy helpful agent andrew,miranda quite helpful efficient,easy understand policy helpful agent andrea
AARDY,"Wonderful experience, knowledgeable and professional representative,  to the point on questions asked. Fast and courteous response to the initial inquiry.Would and will recommend AARDY to others",5,wonderful experience knowledgeable professional representative point question asked fast courteous response initial inquirywould recommend aardy others,wonderful experience knowledgeable professional representative point question asked fast courteous response initial inquirywould recommend hardy others,attentive know answer question request clarification,wonderful experience knowledgeable professional representative point question asked fast courteous response initial inquirywould recommend aardy others
AARDY,"Responsiveness of Felicia on chat.Amanda confirmed information and provided me an excellent option. She provided detailed information and was very patient with my questions. We found a policy that supported my needs.This was a great experience, I will recommend this to everyone and I will use you again!!!Felicia and Amanda were excellent!",5,responsiveness felicia chatamanda confirmed information provided excellent option provided detailed information patient question found policy supported needsthis great experience recommend everyone use againfelicia amanda excellent,responsiveness elicit chatamanda confirmed information provided excellent option provided detailed information patient question found policy supported needsthis great experience recommend everyone use againfelicia mania excellent,janet easy understand format,responsiveness felicia chatamanda confirmed information provided excellent option provided detailed information patient question found policy supported needsthis great experience recommend everyone use againfelicia amanda excellent
AARDY,Easy to apply and pay and understand the basic coverage.,5,easy apply pay understand basic coverage,easy apply pay understand basic coverage,easy evaluate purchasing right product couldnt easier agent quickly sorted travel need,
AARDY,Both the agent I chatted with on the website (Felicia) and the agent I spoke to on the phone (Maranda) were extremely helpful and knowledgeable. They were able to answer all my questions and make me feel comfortable with the choice I made for travel insurance.  They made the process a very good experience.,5,agent chatted website felicia agent spoke phone maranda extremely helpful knowledgeable able answer question make feel comfortable choice made travel insurance made process good experience,agent chatted webster elicit agent spoke phone veranda extremely helpful knowledgeable able answer question make feel comfortable choice made travel insurance made process good experience,great experience aardy good experience question answered knowledgeable person use,agent chatted website felicia agent spoke phone maranda extremely helpful knowledgeable able answer question make feel comfortable choice made travel insurance made process good experience
AARDY,"Stacy the representative was able to elaborate on the specifics of the policy that I was looking at. She provided me with instances of what the policy would cover. She was informative and concise. She was also able to go the extra mile in that I couldn’t print out the policy so she’s having it sent to me, I enjoyed using Aardy as an insurance provider as they give me so many different choices and all the information is up front and available to view.",5,stacy representative able elaborate specific policy looking provided instance policy would cover informative concise also able go extra mile couldnt print policy shes sent enjoyed using aardy insurance provider give many different choice information front available view,stay representative able elaborate specific policy looking provided instance policy would cover information concise also able go extra mile couldn print policy she sent enjoyed using hardy insurance provider give many different choice information front available view,aardy representative janet good listener knew policy well suited circumstance pleasant talking amanda eventual purchase policy,stacy representative able elaborate specific policy looking provided instance policy would cover informative concise also able go extra mile couldnt print policy shes sent enjoyed using aardy insurance provider give many different choice information front available view
AARDY,My agent was very patient and helpful.  She made the changes we needed easily and with kindness.,5,agent patient helpful made change needed easily kindness,agent patient helpful made change needed easily kindness,helpful chat shanna spoke phone wonderful,agent patient helpful made change needed easily kindness
AARDY,No review text found,5,review text found,review text found,sylvia answered question use aardy next travel insurance made comfortable,
AARDY,Quick and Easy,5,quick easy,quick easy,aardy user friendly get best plan u provided document needed quickly efficiently pleasure work,
AARDY,No review text found,5,review text found,review text found,agent reasonably knowledgeable helpful able explain exactly covered optional coverage work process,
AARDY,No review text found,5,review text found,review text found,amanda phone felicia chat helpful kayla spoke phone wonderful,
AARDY,"Clear, concise, and easy!",5,clear concise easy,clear concise easy,janet super helpful knowledgeable different policy received phone call aardy agent wealth knowledge professional cant wait book next trip,
AARDY,Christianna was incredibly helpful and kind!,5,christianna incredibly helpful kind,christian incredibly helpful kind,professional helpful thorough pleasant,
AARDY,Don gave me excellent advice.  I appreciated working with him and look forward to doing it again,5,gave excellent advice appreciated working look forward,gave excellent advice appreciated working look forward,option clearly explained option,gave excellent advice appreciated working look forward
AARDY,Ease of decision on insurance,5,ease decision insurance,ease decision insurance,dealt andrea arizonashe extremely helpful explaining plan trip italy glad chose aardy trip insurance agent,
AARDY,"Melanie was very helpful, courteous and knowledgeable  about explaining everything to me and helping me purchase the right insurance for my trip.",5,melanie helpful courteous knowledgeable explaining everything helping purchase right insurance trip,melanin helpful courteous knowledgeable explaining everything helping purchase right insurance trip,website easy use website offering many choice ability review policy chat feature representative called wanted verify payment went correctly,melanie helpful courteous knowledgeable explaining everything helping purchase right insurance trip
AARDY,Great and friendly service from both Janet and Melanie. Explained the options available and were patient with all my detailed questions. Had a policy for exactly what I needed at a reasonable cost. Would definitely go back for any future travel coverages! Shout out to Emma Cruises for recommending!,5,great friendly service janet melanie explained option available patient detailed question policy exactly needed reasonable cost would definitely go back future travel coverage shout emma cruise recommending,great friendly service janet melanin explained option available patient detailed question policy exactly needed reasonable cost would definitely go back future travel coverage shout emma cruise recommending,janet helpful complete confidence securing travel insurance option made easier choose one thats fit best,great friendly service janet melanie explained option available patient detailed question policy exactly needed reasonable cost would definitely go back future travel coverage shout emma cruise recommending
AARDY,Amanda was Fabulous concise understandable. A great communicator that gave me peace and confidence with my decision.  Travel made easy thanks to Amanda,5,amanda fabulous concise understandable great communicator gave peace confidence decision travel made easy thanks amanda,mania fabulous concise understandable great communication gave peace confidence decision travel made easy thanks mania,worked destiny professional pleasant work,amanda fabulous concise understandable great communicator gave peace confidence decision travel made easy thanks amanda
AARDY,Amanda was great!  Very thorough and helpful getting the correct policy.,5,amanda great thorough helpful getting correct policy,mania great thorough helpful getting correct policy,christiana patient clear thorough explaining option available u cruise insurancewe purchased trip insurance excellent help thanks janet help,amanda great thorough helpful getting correct policy
AARDY,Agent purchased the wrong policy for me. Had to cancel policy having to purchase a second policy. Not happy. First agent was better and spent time working the comparisons with me and recommending the best policy for my needs,3,agent purchased wrong policy cancel policy purchase second policy happy first agent better spent time working comparison recommending best policy need,agent purchased wrong policy cancel policy purchase second policy happy first agent better spent time working comparison recommending best policy need,happy first agent left precise note traveling friend referred friend always pleasurable experiencemelanie great,agent purchased wrong policy cancel policy purchase second policy happy first agent better spent time working comparison recommending best policy need
AARDY,She was friendly. knowledgeable and helpful. Definitely a keepefor your organization,5,friendly knowledgeable helpful definitely keepefor organization,friendly knowledgeable helpful definitely keeper organization,able find trip insurance star melanie aardy,friendly knowledgeable helpful definitely keepefor organization
AARDY,No review text found,5,review text found,review text found,quick easy made decision easy professional also,
AARDY,No review text found,5,review text found,review text found,called company rather book online george wonderful answered question clearly gave example clarify policy term,
AARDY,Very easy to look up your Insurance needs and then to purchase.  Thank you!,5,easy look insurance need purchase thank,easy look insurance need purchase thank,janet extremely helpful providing option explaining well answering question sending email,
AARDY,IT WAS FAST AND SIMPLE. MELANIE WAS VERY HELPFUL AND NICE.,5,fast simple melanie helpful nice,fast simple melanin helpful nice,spoke denise knowledgeable helpful patient,
AARDY,Amanda was very helpful at walking me through the process. She answered all of my questions and even brought up a few points that I didn't think of. Bravo,5,amanda helpful walking process answered question even brought point didnt think bravo,mania helpful walking process answered question even brought point didn think bravo,easily understood agent name janet professional helpful knowledgeable professional helping arrange insurance coverage future trip,amanda helpful walking process answered question even brought point didnt think bravo
AARDY,"The ease of calling for assistance and the fact that someone answered promptly and was ready to assist me! Nicole, who assisted me, was professional, knowledgeable, thorough and very pleasant!!!",5,ease calling assistance fact someone answered promptly ready assist nicole assisted professional knowledgeable thorough pleasant,ease calling assistance fact someone answered promptly ready assist nice assisted professional knowledgeable thorough pleasant,miranda excellent able answer question thank definitely use janet company future,ease calling assistance fact someone answered promptly ready assist nicole assisted professional knowledgeable thorough pleasant
AARDY,No review text found,5,review text found,review text found,felicia helpfulalways good luck aardy past continue future trip,
AARDY,"Helpful, friendly, clear",5,helpful friendly clear,helpful friendly clear,sara helpful used aardy several time past always get great friendly service able explain detail insurance policy,
AARDY,"I compared AARDY with other travel insurance offered to me.  They had the best rates and their comprehensive coverage made me feel comfortable about using their services.  I called and spoke to Amanda and her service exceeded my expectations.  She explained everything in detail, and even mentioned things that I had not thought of.  I hope that I do not need any of the coverage, but i will be much more at ease when I travel knowing that I will be prepared for any problems that might occur.  Amanda made sure that I was prepared for my trip.",5,compared aardy travel insurance offered best rate comprehensive coverage made feel comfortable using service called spoke amanda service exceeded expectation explained everything detail even mentioned thing thought hope need coverage much ease travel knowing prepared problem might occur amanda made sure prepared trip,compared hardy travel insurance offered best rate comprehensive coverage made feel comfortable using service called spoke mania service exceeded expectation explained everything detail even mentioned thing thought hope need coverage much ease travel knowing prepared problem might occur mania made sure prepared trip,agent christiana nicole chatted spoke helpful helping decide policy,compared aardy travel insurance offered best rate comprehensive coverage made feel comfortable using service called spoke amanda service exceeded expectation explained everything detail even mentioned thing thought hope need coverage much ease travel knowing prepared problem might occur amanda made sure prepared trip
AARDY,Very professional and and helpful. Maranda and Destany were GREAT! Answered all our concerns and provided the very best options for us.,5,professional helpful maranda destany great answered concern provided best option u,professional helpful veranda destiny great answered concern provided best option u,everything straight forward felicia helpful answering question staff well online service extreamly helpful like ability shop different plan great,professional helpful maranda destany great answered concern provided best option u
AARDY,"I had a very nice experience with the chat (it was a real person- thank you!), and then with two agents. The agents were friendly, patient and informative. Well worth my experience of contacting them. I knew nothing about travel insurance and now I know a lot more. Thanks!!",5,nice experience chat real person thank two agent agent friendly patient informative well worth experience contacting knew nothing travel insurance know lot thanks,nice experience chat real person thank two agent agent friendly patient information well worth experience contracting knew nothing travel insurance know lot thanks,nice experience great gathered information seeking took right policy trip thank,nice experience chat real person thank two agent agent friendly patient informative well worth experience contacting knew nothing travel insurance know lot thanks
AARDY,Nyc.i love it at first sight,5,nyci love first sight,neck love first sight,amanda b answered question professionally,
AARDY,"Best Travel Insurance company so far, hassle-free appointment and Seamless Transfer",5,best travel insurance company far hasslefree appointment seamless transfer,best travel insurance company far hasslefree appointment fearless transfer,aardy user friendly website,best travel insurance company far hasslefree appointment seamless transfer
AARDY,Other otherbxjslabs xhd w side did d sodbd,5,otherbxjslabs xhd w side sodbd,otherbxjslabs the w side sound,aardy agent almost like magic offered answer question helpful pleasure work,
AARDY,No review text found,5,review text found,review text found,nicole knowledgeable great job walking u several option different company policy great compare pricing checkout easy,
AARDY,No review text found,5,review text found,review text found,actually found travel plan suggested plan best travel insurance came upon offer aardy give quotei provided information needed,
AARDY,No review text found,5,review text found,review text found,quick easy made decision go aardy,
AARDY,Amezing company a lot happy,5,amezing company lot happy,amazing company lot happy,miranda explained everything throughly,
